DOI	Title	Authors	Abstract	Section	Date
10.48550/arXiv.2510.05026	a set of quebec-french corpus of regional expression and term	David Beauchemin, Yan Tremblay, Mohamed Amine Youssef, Richard Khoury	the task of idiom understanding and dialect understanding be both well-established benchmark in natural language processing . in this paper , we propose combine them , and use regional idiom a a test of dialect understanding . towards this end , we propose two new benchmark datasets for the quebec dialect of french : qfrcore , which contain 4,633 instance of idiomatic phrase , and qfrcort , which comprise 171 regional instance of idiomatic word . we explain how to construct these corpus , so that our methodology can be replicate for other dialect . our experiment with 94 llm demonstrate that our regional idiom benchmark be a reliable tool for measure a model 's proficiency in a specific dialect .	Computation and Language	06/10/2025
10.48550/arXiv.2510.05025	imperceptible jailbreaking against large language model	Kuofeng Gao, Yiming Li, Chao Du, Xin Wang, Xingjun Ma, Shu-Tao Xia, Tianyu Pang	jailbreaking attack on the vision modality typically rely on imperceptible adversarial perturbation , whereas attack on the textual modality be generally assume to require visible modification ( e.g. , non-semantic suffix ) . in this paper , we introduce imperceptible jailbreak that exploit a class of unicode character call variation selector . by append invisible variation selector to malicious question , the jailbreak prompt appear visually identical to original malicious question on screen , while their tokenization be `` secretly '' alter . we propose a chain-of-search pipeline to generate such adversarial suffix to induce harmful response . our experiment show that our imperceptible jailbreak achieve high attack success rate against four aligned llm and generalize to prompt injection attack , all without produce any visible modification in the write prompt . our code be available at http : //github.com/sail-sg/imperceptible-jailbreaks .	Computation and Language	06/10/2025
10.48550/arXiv.2510.05016	large language model achieve gold medal performance at international astronomy & astrophysics olympiad	Lucas Carrit Delgado Pinheiro, Ziru Chen, Bruno Caixeta Piazza, Ness Shroff, Yingbin Liang, Yuan-Sen Ting, Huan Sun	while task-specific demonstration show early success in apply large language model ( llm ) to automate some astronomical research task , they only provide incomplete view of all necessary capability in solve astronomy problem , call for more thorough understanding of llm ' strength and limitation . so far , exist benchmark and evaluation focus on simple question-answering that primarily test astronomical knowledge and fail to evaluate the complex reasoning require for real-world research in the discipline . here , we address this gap by systematically benchmarking five state-of-the-art llm on the international olympiad on astronomy and astrophysics ( ioaa ) exam , which be design to examine deep conceptual understanding , multi-step derivation , and multimodal analysis . with average score of 85.6 % and 84.2 % , gemini 2.5 pro and gpt-5 ( the two top-performing model ) not only achieve gold medal level performance but also rank in the top two among ~200-300 participant in all four ioaa theory exam evaluate ( 2022-2025 ) . in comparison , result on the data analysis exams show more divergence . gpt-5 still excel in the exam with an 88.5 % average score , rank top 10 among the participant in the four most recent ioaas , while other model ' performance drop to 48-76 % . furthermore , our in-depth error analysis underscore conceptual reasoning , geometric reasoning , and spatial visualization ( 52-79 % accuracy ) a consistent weakness among all llm . hence , although llms approach peak human performance in theory exam , critical gap must be address before they can serve a autonomous research agent in astronomy .	Computation and Language	06/10/2025
10.48550/arXiv.2510.05003	resource-efficient fine-tuning of llama-3.2-3b for medical chain-of-thought reasoning	Imran Mansha	large language model ( llm ) such a gpt-4 and llama have demonstrate remarkable reason ability but require significant computational resource for fine-tuning . this paper present a resource-efficient fine-tuning approach for llama-3.2-3b to enhance medical chain-of-thought reasoning while operate under constrain gpu and memory setting . use parameter-efficient tune technique such a lora and qlora , we adapt the base model on publicly available medical reason datasets . the model achieve improved reason coherence and factual accuracy while reduce memory usage by up to 60 % compare to standard full fine-tuning . experimental evaluation demonstrate that lightweight adaptation can retain strong reasoning capability in medical question-answering task . this work highlights practical strategy for deploy llm in low-resource research environment and provide insight into balance efficiency and domain specialization for medical ai system .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04996	reinforce-ada : an adaptive sampling framework for reinforce-style llm training	Wei Xiong, Chenlu Ye, Baohao Liao, Hanze Dong, Xinxing Xu, Christof Monz, Jiang Bian, Nan Jiang, Tong Zhang	reinforcement learn apply to large language model ( llm ) for reason task be often bottleneck by unstable gradient estimate due to fix and uniform sampling of response across prompt . prior work such a gvm-raft address this by dynamically allocate inference budget per prompt to minimize stochastic gradient variance under a budget constraint . inspire by this insight , we propose reinforce-ada , an adaptive sampling framework for online rl post-training of llm that continuously reallocate sample effort to the prompt with the great uncertainty or learn potential . unlike conventional two-stage allocation method , reinforce-ada interleaf estimation and sampling in an online successive elimination process , and automatically stop sample for a prompt once sufficient signal be collect . to stabilize update , we form fixed-size group with enforced reward diversity and compute advantage baseline use global statistic aggregate over the adaptive sampling phase . empirical result across multiple model architecture and reason benchmark show that reinforce-ada accelerates convergence and improve final performance compare to grpo , especially when use the balanced sampling variant . our work highlight the central role of variance-aware , adaptive data curation in enable efficient and reliable reinforcement learn for reasoning-capable llm . code be available at http : //github.com/rlhflow/reinforce-ada .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04983	aware , beyond sentence boundary : a contextual transformer framework for identify cultural capital in stem narrative	Khalid Mehtab Khan, Anagha Kulkarni	identify cultural capital ( cc ) theme in student reflection can offer valuable insight that help foster equitable learn environment in classroom . however , theme such a aspirational goal or family support be often weave into narrative , rather than appear a direct keywords . this make them difficult to detect for standard nlp model that process sentence in isolation . the core challenge stem from a lack of awareness , a standard model be pre-trained on general corpus , leave them blind to the domain-specific language and narrative context inherent to the data . to address this , we introduce aware , a framework that systematically attempt to improve a transformer model 's awareness for this nuanced task . aware have three core component : 1 ) domain awareness , adapt the model 's vocabulary to the linguistic style of student reflection ; 2 ) context awareness , generate sentence embeddings that be aware of the full essay context ; and 3 ) class overlap awareness , employ a multi-label strategy to recognize the coexistence of theme in a single sentence . our result show that by make the model explicitly aware of the property of the input , aware outperform a strong baseline by 2.1 percentage point in macro-f1 and show considerable improvement across all theme . this work provide a robust and generalizable methodology for any text classification task in which mean depends on the context of the narrative .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04980	llm-hanabi : evaluate multi-agent gameplays with theory-of-mind and rationale inference in imperfect information collaboration game	Fangzhou Liang, Tianshi Zheng, Chunkit Chan, Yauwai Yim, Yangqiu Song	effective multi-agent collaboration require agent to infer the rationale behind others ' action , a capability root in theory-of-mind ( tom ) . while recent large language model ( llm ) excel at logical inference , their ability to infer rationale in dynamic , collaborative setting remain under-explored . this study introduce llm-hanabi , a novel benchmark that use the cooperative game hanabi to evaluate the rationale inference and tom of llm . our framework feature an automated evaluation system that measure both game performance and tom proficiency . across a range of model , we find a significant positive correlation between tom and in-game success . notably , first-order tom ( interpret others ' intent ) correlate more strongly with performance than second-order tom ( predict others ' interpretation ) . these finding highlight that for effective ai collaboration , the ability to accurately interpret a partner 's rationale be more critical than higher-order reasoning . we conclude that prioritize first-order tom be a promising direction for enhance the collaborative capability of future model .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04950	mind your tone : investigate how prompt politeness affect llm accuracy ( short paper )	Om Dobariya, Akhil Kumar	the wording of natural language prompt have be show to influence the performance of large language model ( llm ) , yet the role of politeness and tone remain underexplored . in this study , we investigate how varying level of prompt politeness affect model accuracy on multiple-choice question . we create a dataset of 50 base question span mathematics , science , and history , each rewritten into five tone variant : very polite , polite , neutral , rude , and very rude , yield 250 unique prompt . use chatgpt 4o , we evaluate response across these condition and apply paired sample t-tests to assess statistical significance . contrary to expectation , impolite prompt consistently outperform polite one , with accuracy range from 80.8 % for very polite prompt to 84.8 % for very rude prompt . these finding differ from early study that associate rudeness with poor outcome , suggest that new llm may respond differently to tonal variation . our result highlight the importance of study pragmatic aspect of prompting and raise broad question about the social dimension of human-ai interaction .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04945	a first context-free grammar apply to nawatl corpus augmentation	Juan-José Guzmán-Landa, Juan-Manuel Torres-Moreno, Miguel Figueroa-Saavedra, Ligia Quintana-Torres, Martha-Lorena Avendaño-Garrido, Graham Ranger	in this article we introduce a context-free grammar ( cfg ) for the nawatl language . nawatl ( or nahuatl ) be an amerindian language of the $ \pi $ -language type , i.e . a language with few digital resource , in which the corpus available for machine learning be virtually non-existent . the objective here be to generate a significant number of grammatically correct artificial sentence , in order to increase the corpus available for language model training . we want to show that a grammar enable u significantly to expand a corpus in nawatl which we call $ \pi $ -\textsc { yalli } . the corpus , thus enrich , enable u to train algorithm such a fasttext and to evaluate them on sentence-level semantic task . preliminary result show that by use the grammar , comparative improvement be achieve over some llm . however , it be observe that to achieve more significant improvement , grammar that model the nawatl language even more effectively be require .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04944	on structure state-space duality	Jerry Yao-Chieh Hu, Xiwen Zhang, Weimin Wu, Han Liu	structure state-space duality ( ssd ) [ dao & gu , icml 2024 ] be an equivalence between a simple structured state-space model ( ssm ) and a masked attention mechanism . in particular , a state-space model with a scalar-times-identity state matrix be equivalent to a mask self-attention with a $ 1 $ -semiseparable causal mask . consequently , the same sequence transformation ( model ) have two algorithmic realization : a a linear-time $ o ( t ) $ recurrence or a a quadratic-time $ o ( t^2 ) $ attention . in this note , we formalize and generalize this duality : ( i ) we extend ssd from the scalar-identity case to general diagonal ssms ( diagonal state matrix ) ; ( ii ) we show that these diagonal ssms match the scalar case 's training complexity low bound while support rich dynamic ; ( iii ) we establish a necessary and sufficient condition under which an ssm be equivalent to $ 1 $ -semiseparable mask attention ; and ( iv ) we show that such duality fails to extend to standard softmax attention due to rank explosion . together , these result tighten bridge between recurrent ssms and transformer , and widen the design space for expressive yet efficient sequence model .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04938	onnx-net : towards universal representation and instant performance prediction for neural architecture	Shiwen Qin, Alexander Auras, Shay B. Cohen, Elliot J. Crowley, Michael Moeller, Linus Ericsson, Jovita Lukasik	neural architecture search ( nas ) automate the design process of high-performing architecture , but remain bottleneck by expensive performance evaluation . most existing study that achieve fast evaluation be mostly tie to cell-based search space and graph encoding tailor to those individual search space , limit their flexibility and scalability when apply to more expressive search space . in this work , we aim to close the gap of individual search space restriction and search space dependent network representation . we present onnx-bench , a benchmark consisting of a collection of neural network in a unified format base on onnx file . onnx-bench include all open-source nas-bench-based neural network , result in a total size of more than 600k { architecture , accuracy } pair . this benchmark allow create a share neural network representation , onnx-net , able to represent any neural architecture use natural language description act a an input to a performance predictor . this text-based encoding can accommodate arbitrary layer type , operation parameter , and heterogeneous topology , enable a single surrogate to generalise across all neural architecture rather than be confine to cell-based search space . experiment show strong zero-shot performance across disparate search space use only a small amount of pretraining sample , enable the unprecedented ability to evaluate any neural network architecture instantly .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04935	mar : optimize dual-system deep research via multi-agent reinforcement learning	Guoxin Chen, Zile Qiao, Wenqing Wang, Donglei Yu, Xuanzhong Chen, Hao Sun, Minpeng Liao, Kai Fan, Yong Jiang, Penguin Xie, Wayne Xin Zhao, Ruihua Song, Fei Huang	large reason model ( lrms ) often exhibit a tendency for overanalysis in simple task , where the model excessively utilize system 2-type , deliberate reasoning , lead to inefficient token generation . furthermore , these model face challenge in adapt their reasoning capability to rapidly change environment due to the static nature of their pretraining data . to address these issue , advance large language model ( llm ) for complex reasoning task require innovative approach that bridge intuitive and deliberate cognitive process , akin to human cognition 's dual-system dynamic . this paper introduce a multi-agent system for deep research ( mar ) enable seamless integration of system 1 's fast , intuitive thinking with system 2 's deliberate reasoning within llm . mar strategically integrate multiple external tool , such a google search , google scholar , and python interpreter , to access up-to-date information and execute complex computation , while create a specialized division of labor where system 1 efficiently process and summarize high-volume external information , provide distil insight that expand system 2 's reason context without overwhelm it capacity . furthermore , we propose a multi-agent reinforcement learn framework extend group relative policy optimization to simultaneously optimize both system with multi-turn tool interaction , bin-packing optimization , and sample balancing strategy that enhance collaborative efficiency . extensive experiment demonstrate mar achieve substantial improvement of 3.86 % on the challenging humanity 's last exam ( hle ) benchmark and an average gain of 8.9 % across 7 knowledge-intensive task , validate the effectiveness of our dual-system paradigm for complex reasoning in dynamic information environment .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04933	the geometry of truth : layer-wise semantic dynamic for hallucination detection in large language model	Amir Hameed Mir	large language model ( llm ) often produce fluent yet factually incorrect statements-a phenomenon know a hallucination-posing serious risk in high-stakes domain . we present layer-wise semantic dynamic ( lsd ) , a geometric framework for hallucination detection that analyze the evolution of hidden-state semantics across transformer layer . unlike prior method that rely on multiple sample pass or external verification source , lsd operate intrinsically within the model 's representational space . use margin-based contrastive learning , lsd aligns hidden activation with ground-truth embeddings derive from a factual encoder , reveal a distinct separation in semantic trajectory : factual response preserve stable alignment , while hallucination exhibit pronounced semantic drift across depth . evaluate on the truthfulqa and synthetic factual-hallucination datasets , lsd achieves an f1-score of 0.92 , auroc of 0.96 , and cluster accuracy of 0.89 , outperform selfcheckgpt and semantic entropy baseline while require only a single forward pas . this efficiency yield a 5-20x speedup over sampling-based method without sacrifice precision or interpretability . lsd offer a scalable , model-agnostic mechanism for real-time hallucination monitoring and provide new insight into the geometry of factual consistency within large language model .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04919	do llm align with my task ? evaluate text-to-sql via dataset alignment	Davood Rafiei, Morgan Lindsay Heisler, Weiwei Zhang, Mohammadreza Pourreza, Yong Zhang	supervise fine-tuning ( sft ) be an effective method for adapt large language model ( llm ) on downstream task . however , variability in train data can hinder a model 's ability to generalize across domain . this paper study the problem of dataset alignment for natural language to sql ( nl2sql or text to sql ) , examine how well sft train data match the structural characteristic of target query and how this alignment impact model performance . we hypothesize that alignment can be accurately estimate by compare the distribution of structural sql feature across the training set , target data , and the model 's prediction prior to sft . through comprehensive experiment on three large cross-domain nl2sql benchmark and multiple model family , we show that structural alignment be a strong predictor of fine-tuning success . when alignment be high , sft yield substantial gain in accuracy and sql generation quality ; when alignment be low , improvement be marginal or absent . these finding highlight the importance of alignment-aware data selection for effective fine-tuning and generalization in nl2sql task .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04905	retrieval-augmented code generation : a survey with focus on repository-level approach	Yicheng Tao, Yao Qin, Yepang Liu	recent advancement in large language model ( llm ) have substantially improve automated code generation . while function-level and file-level generation have achieve promising result , real-world software development typically require reason across entire repository . this give rise to the challenge task of repository-level code generation ( rlcg ) , where model must capture long-range dependency , ensure global semantic consistency , and generate coherent code span multiple file or module . to address these challenge , retrieval-augmented generation ( rag ) have emerge a a powerful paradigm that integrate external retrieval mechanism with llm , enhance context-awareness and scalability . in this survey , we provide a comprehensive review of research on retrieval-augmented code generation ( racg ) , with an emphasis on repository-level approach . we categorize exist work along several dimension , include generation strategy , retrieval modality , model architecture , train paradigm , and evaluation protocol . furthermore , we summarize widely use datasets and benchmark , analyze current limitation , and outline key challenge and opportunity for future research . our goal be to establish a unified analytical framework for understand this rapidly evolve field and to inspire continued progress in ai-powered software engineering .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04891	socialharmbench : revealing llm vulnerability to socially harmful request	Punya Syon Pandey, Hai Son Le, Devansh Bhardwaj, Rada Mihalcea, Zhijing Jin	large language model ( llm ) be increasingly deploy in context where their failure can have direct sociopolitical consequence . yet , exist safety benchmark rarely test vulnerability in domain such a political manipulation , propaganda and disinformation generation , or surveillance and information control . we introduce socialharmbench , a dataset of 585 prompt span 7 sociopolitical category and 34 country , design to surface where llm most acutely fail in politically charge context . our evaluation reveal several shortcoming : open-weight model exhibit high vulnerability to harmful compliance , with mistral-7b reach attack success rate as high a 97 % to 98 % in domain such a historical revisionism , propaganda , and political manipulation . moreover , temporal and geographic analysis show that llm be most fragile when confront with 21st-century or pre-20th-century context , and when respond to prompt tie to region such a latin america , the usa , and the uk . these finding demonstrate that current safeguard fail to generalize to high-stakes sociopolitical setting , expose systematic bias and raise concern about the reliability of llm in preserve human right and democratic value . we share the socialharmbench benchmark at http : //huggingface.co/datasets/psyonp/socialharmbench .	Computation and Language	06/10/2025
10.48550/arXiv.2510.04850	detect distillation data from reason model	Hengxiang Zhang, Hyeong Kyu Choi, Yixuan Li, Hongxin Wei	reason distillation have emerge a an efficient and powerful paradigm for enhance the reason capability of large language model . however , reason distillation may inadvertently cause benchmark contamination , where evaluation data include in distillation datasets can inflate performance metric of distilled model . in this work , we formally define the task of distillation data detection , which be uniquely challenge due to the partial availability of distillation data . then , we propose a novel and effective method token probability deviation ( tbd ) , which leverage the probability pattern of the generate output token . our method be motivate by the analysis that distil model tend to generate near-deterministic token for see question , while produce more low-probability token for unseen question . our key idea behind tbd be to quantify how far the generated token ' probability deviate from a high reference probability . in effect , our method achieves competitive detection performance by produce low score for see question than for unseen question . extensive experiment demonstrate the effectiveness of our method , achieve an auc of 0.918 and a tpr @ 1 % fpr of 0.470 on the s1 dataset .	Computation and Language	06/10/2025
